po_id,vendor_id,po_date,company_code,currency,status
PO000069,VEND00088,2024-05-13,1000,BRL,Open
PO000070,VEND00073,2024-10-20,1000,BRL,Completed
PO000071,VEND00069,2023-03-15,1000,BRL,Open
PO000072,VEND00104,2023-02-16,1000,BRL,Completed
PO000073,VEND00148,2024-03-12,1000,BRL,Completed
PO000074,VEND00028,2024-07-20,1000,BRL,Completed
PO000075,VEND00080,2023-01-17,1000,BRL,Partially Received
PO000076,VEND00005,2024-12-11,1000,BRL,Partially Received
PO000077,VEND00058,2024-09-18,1000,BRL,Cancelled
PO000078,VEND00104,2024-07-06,1000,BRL,Completed
PO000079,VEND00033,2023-06-13,1000,BRL,Completed
PO000080,VEND00136,2023-12-09,1000,BRL,Completed
PO000081,VEND00129,2024-03-31,1000,BRL,Completed
PO000082,VEND00146,2024-01-20,1000,BRL,Partially Received
PO000083,VEND00044,2024-02-01,1000,BRL,Completed
PO000084,VEND00091,2023-04-24,1000,BRL,Partially Received
PO000085,VEND00063,2024-08-28,1000,BRL,Completed
PO000086,VEND00006,2024-03-03,1000,BRL,Cancelled
PO000087,VEND00086,2024-03-11,1000,BRL,Completed
PO000088,VEND00121,2023-05-16,1000,BRL,Completed
PO000089,VEND00076,2024-12-21,1000,BRL,Completed
PO000090,VEND00144,2023-10-31,1000,BRL,Completed
PO000091,VEND00093,2023-04-24,1000,BRL,Completed
PO000092,VEND00076,2024-08-17,1000,BRL,Partially Received
PO000093,VEND00125,2023-07-12,1000,BRL,Partially Received
PO000094,VEND00068,2023-10-28,1000,BRL,Completed
PO000095,VEND00146,2024-08-15,1000,BRL,Completed
PO000096,VEND00090,2023-10-19,1000,BRL,Completed
PO000097,VEND00055,2023-06-29,1000,BRL,Partially Received
PO000098,VEND00143,2023-01-26,1000,BRL,Completed
PO000099,VEND00076,2023-10-24,1000,BRL,Cancelled
PO000100,VEND00132,2024-11-25,1000,BRL,Completed
PO000101,VEND00101,2023-07-20,1000,BRL,Open
PO000102,VEND00097,2024-01-05,1000,BRL,Completed
PO000103,VEND00002,2023-06-17,1000,BRL,Partially Received
PO000104,VEND00097,2023-01-07,1000,BRL,Completed
PO000105,VEND00100,2023-11-06,1000,BRL,Partially Received
PO000106,VEND00023,2023-07-03,1000,BRL,Completed
PO000107,VEND00128,2023-09-23,1000,BRL,Completed
PO000108,VEND00119,2023-02-24,1000,BRL,Completed
PO000109,VEND00111,2023-04-07,1000,BRL,Completed
PO000110,VEND00023,2024-12-02,1000,BRL,Completed
PO000111,VEND00066,2023-06-16,1000,BRL,Open
PO000112,VEND00053,2024-09-20,1000,BRL,Completed
PO000113,VEND00113,2023-06-26,1000,BRL,Completed
PO000114,VEND00076,2023-11-11,1000,BRL,Open
PO000115,VEND00050,2023-03-21,1000,BRL,Open
PO000116,VEND00025,2023-03-02,1000,BRL,Completed
PO000117,VEND00052,2023-01-30,1000,BRL,Open
PO000118,VEND00127,2023-04-12,1000,BRL,Partially Received
PO000119,VEND00034,2023-08-08,1000,BRL,Cancelled
PO000120,VEND00118,2023-08-08,1000,BRL,Completed
PO000121,VEND00071,2023-03-26,1000,BRL,Completed
PO000122,VEND00140,2023-08-20,1000,BRL,Completed
PO000123,VEND00031,2024-03-24,1000,BRL,Completed
PO000124,VEND00068,2024-12-31,1000,BRL,Partially Received
PO000125,VEND00104,2023-04-12,1000,BRL,Completed
PO000126,VEND00013,2023-11-07,1000,BRL,Completed
PO000127,VEND00060,2023-07-26,1000,BRL,Completed
PO000128,VEND00102,2024-01-21,1000,BRL,Completed
PO000129,VEND00101,2024-03-17,1000,BRL,Open
PO000130,VEND00018,2023-06-10,1000,BRL,Completed
PO000131,VEND00074,2023-12-24,1000,BRL,Partially Received
PO000132,VEND00031,2023-06-23,1000,BRL,Open
PO000133,VEND00029,2024-12-13,1000,BRL,Completed
PO000134,VEND00150,2023-04-13,1000,BRL,Completed
PO000135,VEND00041,2024-09-21,1000,BRL,Completed
PO000136,VEND00054,2024-08-15,1000,BRL,Open
PO000137,VEND00122,2024-10-29,1000,BRL,Partially Received
PO000138,VEND00143,2024-10-15,1000,BRL,Completed
PO000139,VEND00143,2023-10-01,1000,BRL,Partially Received
PO000140,VEND00019,2023-10-12,1000,BRL,Completed
PO000141,VEND00076,2023-03-27,1000,BRL,Completed
PO000142,VEND00106,2024-06-18,1000,BRL,Completed
PO000143,VEND00078,2023-04-20,1000,BRL,Completed
PO000144,VEND00025,2024-11-30,1000,BRL,Completed
PO000145,VEND00054,2024-12-08,1000,BRL,Cancelled
PO000146,VEND00094,2024-02-02,1000,BRL,Open
PO000147,VEND00017,2023-11-01,1000,BRL,Completed
PO000148,VEND00072,2023-10-08,1000,BRL,Partially Received
PO000149,VEND00121,2024-12-12,1000,BRL,Open
PO000150,VEND00106,2024-10-18,1000,BRL,Open
PO000151,VEND00040,2024-12-31,1000,BRL,Cancelled
PO000152,VEND00104,2023-06-27,1000,BRL,Completed
PO000153,VEND00005,2024-07-25,1000,BRL,Completed
PO000154,VEND00051,2024-06-22,1000,BRL,Completed
PO000155,VEND00119,2024-01-27,1000,BRL,Open
PO000156,VEND00035,2024-11-24,1000,BRL,Completed
PO000157,VEND00044,2024-09-24,1000,BRL,Completed
PO000158,VEND00117,2024-04-25,1000,BRL,Open
PO000159,VEND00111,2023-09-20,1000,BRL,Open
PO000160,VEND00092,2023-01-06,1000,BRL,Completed
PO000161,VEND00026,2023-11-21,1000,BRL,Completed
PO000162,VEND00055,2023-10-17,1000,BRL,Cancelled
PO000163,VEND00109,2024-05-18,1000,BRL,Partially Received
PO000164,VEND00123,2023-06-02,1000,BRL,Open
PO000165,VEND00068,2024-04-23,1000,BRL,Completed
PO000166,VEND00093,2023-04-06,1000,BRL,Completed
PO000167,VEND00004,2023-03-20,1000,BRL,Completed
PO000168,VEND00124,2023-03-25,1000,BRL,Completed
PO000169,VEND00057,2023-03-14,1000,BRL,Completed
PO000170,VEND00083,2024-05-17,1000,BRL,Partially Received
PO000171,VEND00063,2023-02-11,1000,BRL,Completed
PO000172,VEND00115,2024-03-23,1000,BRL,Open
PO000173,VEND00074,2024-03-13,1000,BRL,Completed
PO000174,VEND00135,2024-02-27,1000,BRL,Open
PO000175,VEND00032,2023-07-03,1000,BRL,Partially Received
PO000176,VEND00067,2024-11-20,1000,BRL,Open
PO000177,VEND00149,2024-05-13,1000,BRL,Completed
PO000178,VEND00143,2024-10-27,1000,BRL,Completed
PO000179,VEND00068,2024-08-22,1000,BRL,Completed
PO000180,VEND00070,2024-08-15,1000,BRL,Completed
PO000181,VEND00029,2024-09-29,1000,BRL,Cancelled
PO000182,VEND00085,2024-03-24,1000,BRL,Completed
PO000183,VEND00119,2023-10-28,1000,BRL,Completed
PO000184,VEND00087,2024-12-08,1000,BRL,Completed
PO000185,VEND00036,2024-11-24,1000,BRL,Completed
PO000186,VEND00079,2024-12-24,1000,BRL,Open
PO000187,VEND00138,2024-07-29,1000,BRL,Open
PO000188,VEND00018,2023-06-10,1000,BRL,Completed
PO000189,VEND00134,2023-10-21,1000,BRL,Completed
PO000190,VEND00115,2023-06-05,1000,BRL,Partially Received
PO000191,VEND00115,2023-11-19,1000,BRL,Completed
PO000192,VEND00017,2024-10-08,1000,BRL,Cancelled
PO000193,VEND00048,2023-12-19,1000,BRL,Open
PO000194,VEND00051,2024-10-01,1000,BRL,Partially Received
PO000195,VEND00129,2023-01-29,1000,BRL,Partially Received
PO000196,VEND00009,2023-12-25,1000,BRL,Completed
PO000197,VEND00051,2023-04-05,1000,BRL,Open
PO000198,VEND00140,2024-11-24,1000,BRL,Completed
PO000199,VEND00146,2024-12-22,1000,BRL,Completed
PO000200,VEND00038,2024-01-16,1000,BRL,Completed
PO000201,VEND00085,2024-05-15,1000,BRL,Open
PO000202,VEND00053,2024-09-12,1000,BRL,Open
PO000203,VEND00079,2024-11-14,1000,BRL,Completed
PO000204,VEND00105,2024-07-28,1000,BRL,Completed
PO000205,VEND00042,2024-06-30,1000,BRL,Completed
PO000206,VEND00014,2023-04-04,1000,BRL,Open
PO000207,VEND00021,2023-09-19,1000,BRL,Partially Received
PO000208,VEND00117,2023-01-28,1000,BRL,Completed
PO000209,VEND00020,2024-09-03,1000,BRL,Completed
PO000210,VEND00128,2024-02-22,1000,BRL,Completed
PO000211,VEND00010,2024-07-22,1000,BRL,Completed
PO000212,VEND00022,2024-01-18,1000,BRL,Completed
PO000213,VEND00143,2023-01-02,1000,BRL,Partially Received
PO000214,VEND00012,2024-12-16,1000,BRL,Open
PO000215,VEND00041,2023-08-04,1000,BRL,Completed
PO000216,VEND00053,2024-09-05,1000,BRL,Completed
PO000217,VEND00116,2024-11-18,1000,BRL,Completed
PO000218,VEND00087,2023-07-01,1000,BRL,Partially Received
PO000219,VEND00005,2023-07-20,1000,BRL,Cancelled
PO000220,VEND00121,2024-09-09,1000,BRL,Completed
PO000221,VEND00058,2024-06-19,1000,BRL,Completed
PO000222,VEND00146,2024-03-18,1000,BRL,Partially Received
PO000223,VEND00092,2023-07-19,1000,BRL,Completed
PO000224,VEND00081,2024-08-29,1000,BRL,Partially Received
PO000225,VEND00073,2024-10-02,1000,BRL,Completed
PO000226,VEND00018,2023-05-11,1000,BRL,Open
PO000227,VEND00134,2023-02-23,1000,BRL,Completed
PO000228,VEND00010,2024-10-28,1000,BRL,Cancelled
PO000229,VEND00112,2023-04-21,1000,BRL,Open
PO000230,VEND00019,2024-09-27,1000,BRL,Completed
PO000231,VEND00015,2024-06-09,1000,BRL,Cancelled
PO000232,VEND00038,2023-10-26,1000,BRL,Completed
PO000233,VEND00098,2024-06-03,1000,BRL,Partially Received
PO000234,VEND00124,2023-04-18,1000,BRL,Completed
PO000235,VEND00043,2024-04-22,1000,BRL,Completed
PO000236,VEND00016,2024-02-14,1000,BRL,Completed
PO000237,VEND00068,2023-10-25,1000,BRL,Completed
PO000238,VEND00121,2023-09-26,1000,BRL,Cancelled
PO000239,VEND00052,2023-04-24,1000,BRL,Completed
PO000240,VEND00127,2024-12-29,1000,BRL,Open
PO000241,VEND00138,2023-07-16,1000,BRL,Completed
PO000242,VEND00014,2023-08-03,1000,BRL,Completed
PO000243,VEND00017,2024-05-21,1000,BRL,Completed
PO000244,VEND00056,2023-09-18,1000,BRL,Completed
PO000245,VEND00060,2024-08-20,1000,BRL,Open
PO000246,VEND00022,2024-03-28,1000,BRL,Completed
PO000247,VEND00111,2023-11-06,1000,BRL,Completed
PO000248,VEND00062,2024-02-12,1000,BRL,Completed
PO000249,VEND00052,2024-08-14,1000,BRL,Partially Received
PO000250,VEND00043,2024-08-24,1000,BRL,Open
PO000251,VEND00097,2024-10-06,1000,BRL,Partially Received
PO000252,VEND00038,2023-07-11,1000,BRL,Completed
PO000253,VEND00095,2024-02-05,1000,BRL,Completed
PO000254,VEND00020,2023-07-31,1000,BRL,Open
PO000255,VEND00132,2024-05-01,1000,BRL,Completed
PO000256,VEND00039,2024-04-18,1000,BRL,Completed
PO000257,VEND00026,2024-12-16,1000,BRL,Completed
PO000258,VEND00075,2024-02-26,1000,BRL,Cancelled
PO000259,VEND00088,2023-02-15,1000,BRL,Completed
PO000260,VEND00012,2024-02-13,1000,BRL,Partially Received
PO000261,VEND00094,2024-04-27,1000,BRL,Partially Received
PO000262,VEND00028,2023-06-22,1000,BRL,Open
PO000263,VEND00148,2023-07-02,1000,BRL,Completed
PO000264,VEND00074,2024-02-04,1000,BRL,Completed
PO000265,VEND00120,2023-01-29,1000,BRL,Cancelled
PO000266,VEND00096,2023-06-21,1000,BRL,Completed
PO000267,VEND00078,2024-07-08,1000,BRL,Completed
PO000268,VEND00049,2024-04-14,1000,BRL,Completed
PO000269,VEND00117,2024-09-06,1000,BRL,Completed
PO000270,VEND00089,2024-05-30,1000,BRL,Completed
PO000271,VEND00144,2024-03-14,1000,BRL,Partially Received
PO000272,VEND00014,2023-01-25,1000,BRL,Completed
PO000273,VEND00101,2023-07-17,1000,BRL,Open
PO000274,VEND00088,2024-08-29,1000,BRL,Completed
PO000275,VEND00036,2023-06-18,1000,BRL,Completed
PO000276,VEND00136,2024-10-12,1000,BRL,Completed
PO000277,VEND00003,2024-05-08,1000,BRL,Open
PO000278,VEND00072,2023-06-29,1000,BRL,Completed
PO000279,VEND00054,2023-01-05,1000,BRL,Open
PO000280,VEND00107,2024-08-25,1000,BRL,Open
PO000281,VEND00013,2023-07-18,1000,BRL,Partially Received
PO000282,VEND00006,2023-02-05,1000,BRL,Cancelled
PO000283,VEND00021,2024-04-11,1000,BRL,Cancelled
PO000284,VEND00139,2023-06-15,1000,BRL,Open
PO000285,VEND00131,2024-12-24,1000,BRL,Completed
PO000286,VEND00096,2024-12-09,1000,BRL,Completed
PO000287,VEND00006,2023-06-22,1000,BRL,Partially Received
PO000288,VEND00007,2023-06-24,1000,BRL,Completed
PO000289,VEND00009,2024-08-03,1000,BRL,Partially Received
PO000290,VEND00074,2024-10-03,1000,BRL,Cancelled
PO000291,VEND00113,2023-03-29,1000,BRL,Completed
PO000292,VEND00104,2024-11-12,1000,BRL,Completed
PO000293,VEND00091,2024-05-12,1000,BRL,Completed
PO000294,VEND00024,2024-09-17,1000,BRL,Open
PO000295,VEND00148,2023-05-23,1000,BRL,Open
PO000296,VEND00102,2024-01-13,1000,BRL,Completed
PO000297,VEND00061,2024-02-14,1000,BRL,Completed
PO000298,VEND00067,2023-10-28,1000,BRL,Completed
PO000299,VEND00138,2023-08-05,1000,BRL,Completed
PO000300,VEND00051,2023-04-03,1000,BRL,Partially Received
PO000301,VEND00137,2023-08-17,1000,BRL,Completed
PO000302,VEND00063,2023-03-05,1000,BRL,Completed
PO000303,VEND00051,2024-06-16,1000,BRL,Completed
PO000304,VEND00041,2023-11-13,1000,BRL,Completed
PO000305,VEND00005,2024-05-14,1000,BRL,Completed
PO000306,VEND00086,2024-06-24,1000,BRL,Completed
PO000307,VEND00149,2024-04-13,1000,BRL,Completed
PO000308,VEND00094,2024-03-13,1000,BRL,Completed
PO000309,VEND00094,2023-05-01,1000,BRL,Cancelled
PO000310,VEND00016,2024-09-02,1000,BRL,Cancelled
PO000311,VEND00082,2024-01-12,1000,BRL,Open
PO000312,VEND00138,2024-06-05,1000,BRL,Completed
PO000313,VEND00146,2024-12-18,1000,BRL,Open
PO000314,VEND00031,2023-08-01,1000,BRL,Cancelled
PO000315,VEND00060,2023-01-06,1000,BRL,Completed
PO000316,VEND00148,2024-06-02,1000,BRL,Completed
PO000317,VEND00022,2024-12-05,1000,BRL,Open
PO000318,VEND00014,2023-08-09,1000,BRL,Cancelled
PO000319,VEND00072,2023-06-17,1000,BRL,Completed
PO000320,VEND00024,2023-03-14,1000,BRL,Completed
PO000321,VEND00080,2024-09-10,1000,BRL,Completed
PO000322,VEND00041,2023-08-20,1000,BRL,Completed
PO000323,VEND00076,2023-06-29,1000,BRL,Completed
PO000324,VEND00123,2024-02-03,1000,BRL,Completed
PO000325,VEND00081,2024-12-25,1000,BRL,Partially Received
PO000326,VEND00020,2023-03-20,1000,BRL,Completed
PO000327,VEND00059,2023-01-11,1000,BRL,Cancelled
PO000328,VEND00060,2024-06-29,1000,BRL,Completed
PO000329,VEND00084,2023-06-22,1000,BRL,Completed
PO000330,VEND00060,2023-11-03,1000,BRL,Completed
PO000331,VEND00031,2024-09-24,1000,BRL,Partially Received
PO000332,VEND00112,2023-12-25,1000,BRL,Partially Received
PO000333,VEND00132,2024-02-25,1000,BRL,Open
PO000334,VEND00035,2024-01-09,1000,BRL,Completed
PO000335,VEND00064,2023-05-24,1000,BRL,Completed
PO000336,VEND00147,2023-06-14,1000,BRL,Completed
PO000337,VEND00143,2023-05-15,1000,BRL,Open
PO000338,VEND00011,2024-05-27,1000,BRL,Open
PO000339,VEND00030,2023-09-11,1000,BRL,Completed
PO000340,VEND00075,2023-05-04,1000,BRL,Open
PO000341,VEND00019,2023-01-19,1000,BRL,Completed
PO000342,VEND00142,2023-08-16,1000,BRL,Completed
PO000343,VEND00072,2023-11-24,1000,BRL,Partially Received
PO000344,VEND00136,2023-10-14,1000,BRL,Cancelled
PO000345,VEND00007,2023-12-09,1000,BRL,Completed
PO000346,VEND00104,2024-01-06,1000,BRL,Completed
PO000347,VEND00116,2023-04-12,1000,BRL,Open
PO000348,VEND00066,2024-12-29,1000,BRL,Completed
PO000349,VEND00019,2024-12-11,1000,BRL,Completed
PO000350,VEND00009,2023-07-31,1000,BRL,Completed
PO000351,VEND00055,2023-11-07,1000,BRL,Partially Received
PO000352,VEND00088,2023-08-04,1000,BRL,Completed
PO000353,VEND00042,2024-12-23,1000,BRL,Partially Received
PO000354,VEND00129,2024-12-05,1000,BRL,Completed
PO000355,VEND00074,2024-05-05,1000,BRL,Open
PO000356,VEND00058,2024-08-06,1000,BRL,Completed
PO000357,VEND00066,2024-06-23,1000,BRL,Open
PO000358,VEND00009,2023-04-23,1000,BRL,Partially Received
PO000359,VEND00146,2024-05-05,1000,BRL,Completed
PO000360,VEND00029,2023-02-15,1000,BRL,Open
PO000361,VEND00076,2024-03-13,1000,BRL,Completed
PO000362,VEND00053,2023-03-20,1000,BRL,Completed
PO000363,VEND00045,2024-03-14,1000,BRL,Completed
PO000364,VEND00085,2024-11-02,1000,BRL,Open
PO000365,VEND00099,2023-03-10,1000,BRL,Open
PO000366,VEND00043,2023-11-23,1000,BRL,Completed
PO000367,VEND00057,2024-07-05,1000,BRL,Completed
PO000368,VEND00100,2024-01-05,1000,BRL,Partially Received
PO000369,VEND00022,2023-05-22,1000,BRL,Open
PO000370,VEND00045,2024-05-03,1000,BRL,Partially Received
PO000371,VEND00017,2023-06-03,1000,BRL,Partially Received
PO000372,VEND00093,2023-06-09,1000,BRL,Open
PO000373,VEND00066,2023-09-22,1000,BRL,Cancelled
PO000374,VEND00113,2024-09-25,1000,BRL,Open
PO000375,VEND00085,2024-05-03,1000,BRL,Completed
PO000376,VEND00011,2023-08-05,1000,BRL,Completed
PO000377,VEND00101,2023-02-19,1000,BRL,Completed
PO000378,VEND00134,2023-12-06,1000,BRL,Completed
PO000379,VEND00030,2024-11-28,1000,BRL,Completed
PO000380,VEND00117,2024-09-17,1000,BRL,Completed
PO000381,VEND00003,2023-11-13,1000,BRL,Completed
PO000382,VEND00100,2023-03-11,1000,BRL,Completed
PO000383,VEND00135,2024-08-05,1000,BRL,Completed
PO000384,VEND00140,2024-11-29,1000,BRL,Completed
PO000385,VEND00119,2024-01-20,1000,BRL,Completed
PO000386,VEND00012,2023-07-04,1000,BRL,Completed
PO000387,VEND00078,2023-10-13,1000,BRL,Completed
PO000388,VEND00137,2023-01-24,1000,BRL,Cancelled
PO000389,VEND00006,2024-03-05,1000,BRL,Completed
PO000390,VEND00065,2024-12-10,1000,BRL,Completed
PO000391,VEND00030,2023-11-28,1000,BRL,Completed
PO000392,VEND00073,2023-05-09,1000,BRL,Completed
PO000393,VEND00048,2024-01-08,1000,BRL,Open
PO000394,VEND00143,2024-02-25,1000,BRL,Completed
PO000395,VEND00106,2024-12-19,1000,BRL,Completed
PO000396,VEND00058,2023-04-17,1000,BRL,Completed
PO000397,VEND00049,2024-10-22,1000,BRL,Completed
PO000398,VEND00081,2024-01-19,1000,BRL,Partially Received
PO000399,VEND00062,2024-03-23,1000,BRL,Completed
PO000400,VEND00061,2024-09-24,1000,BRL,Completed
PO000401,VEND00139,2024-10-11,1000,BRL,Completed
PO000402,VEND00122,2023-10-09,1000,BRL,Open
PO000403,VEND00111,2023-04-24,1000,BRL,Completed
PO000404,VEND00115,2023-08-04,1000,BRL,Completed
PO000405,VEND00057,2023-12-18,1000,BRL,Cancelled
PO000406,VEND00102,2024-09-12,1000,BRL,Open
PO000407,VEND00116,2024-01-09,1000,BRL,Open
PO000408,VEND00093,2024-12-09,1000,BRL,Cancelled
PO000409,VEND00084,2024-05-22,1000,BRL,Completed
PO000410,VEND00141,2023-07-30,1000,BRL,Cancelled
PO000411,VEND00088,2023-04-21,1000,BRL,Completed
PO000412,VEND00064,2024-09-10,1000,BRL,Partially Received
PO000413,VEND00041,2023-08-07,1000,BRL,Completed
PO000414,VEND00003,2024-11-29,1000,BRL,Partially Received
PO000415,VEND00035,2023-08-31,1000,BRL,Completed
PO000416,VEND00082,2024-10-22,1000,BRL,Open
PO000417,VEND00049,2024-02-14,1000,BRL,Open
PO000418,VEND00130,2023-05-05,1000,BRL,Partially Received
PO000419,VEND00116,2023-02-19,1000,BRL,Cancelled
PO000420,VEND00061,2023-10-04,1000,BRL,Completed
PO000421,VEND00045,2024-10-14,1000,BRL,Completed
PO000422,VEND00052,2023-11-26,1000,BRL,Partially Received
PO000423,VEND00059,2023-08-06,1000,BRL,Open
PO000424,VEND00015,2023-04-18,1000,BRL,Completed
PO000425,VEND00127,2023-03-12,1000,BRL,Completed
PO000426,VEND00129,2024-04-17,1000,BRL,Partially Received
PO000427,VEND00059,2023-04-11,1000,BRL,Open
PO000428,VEND00046,2024-06-26,1000,BRL,Completed
PO000429,VEND00033,2024-02-07,1000,BRL,Open
PO000430,VEND00143,2023-01-04,1000,BRL,Open
PO000431,VEND00101,2023-07-11,1000,BRL,Completed
PO000432,VEND00012,2024-08-31,1000,BRL,Completed
PO000433,VEND00008,2023-05-31,1000,BRL,Partially Received
PO000434,VEND00073,2024-11-10,1000,BRL,Completed
PO000435,VEND00146,2024-02-25,1000,BRL,Partially Received
PO000436,VEND00012,2024-02-05,1000,BRL,Completed
PO000437,VEND00016,2023-01-09,1000,BRL,Completed
PO000438,VEND00064,2023-11-10,1000,BRL,Open
PO000439,VEND00014,2024-11-12,1000,BRL,Cancelled
PO000440,VEND00142,2023-02-02,1000,BRL,Completed
PO000441,VEND00065,2024-07-31,1000,BRL,Completed
PO000442,VEND00130,2024-08-03,1000,BRL,Cancelled
PO000443,VEND00109,2023-11-17,1000,BRL,Completed
PO000444,VEND00047,2024-09-27,1000,BRL,Completed
PO000445,VEND00134,2023-10-25,1000,BRL,Completed
PO000446,VEND00122,2024-05-11,1000,BRL,Completed
PO000447,VEND00131,2023-09-11,1000,BRL,Completed
PO000448,VEND00074,2024-11-04,1000,BRL,Completed
PO000449,VEND00143,2023-10-24,1000,BRL,Completed
PO000450,VEND00085,2024-12-15,1000,BRL,Partially Received
PO000451,VEND00131,2023-12-30,1000,BRL,Cancelled
PO000452,VEND00031,2023-12-24,1000,BRL,Cancelled
PO000453,VEND00130,2023-10-13,1000,BRL,Partially Received
PO000454,VEND00080,2023-02-16,1000,BRL,Open
PO000455,VEND00060,2023-08-31,1000,BRL,Open
PO000456,VEND00029,2023-03-07,1000,BRL,Open
PO000457,VEND00052,2023-01-31,1000,BRL,Cancelled
PO000458,VEND00093,2023-09-16,1000,BRL,Completed
PO000459,VEND00023,2023-12-15,1000,BRL,Completed
PO000460,VEND00005,2024-10-02,1000,BRL,Completed
PO000461,VEND00120,2023-05-01,1000,BRL,Completed
PO000462,VEND00097,2024-02-04,1000,BRL,Completed
PO000463,VEND00118,2024-02-13,1000,BRL,Completed
PO000464,VEND00095,2024-05-20,1000,BRL,Open
PO000465,VEND00018,2024-05-05,1000,BRL,Cancelled
PO000466,VEND00023,2024-05-04,1000,BRL,Completed
PO000467,VEND00131,2024-07-19,1000,BRL,Completed
PO000468,VEND00079,2023-12-18,1000,BRL,Completed
PO000469,VEND00033,2024-07-03,1000,BRL,Completed
PO000470,VEND00035,2024-03-25,1000,BRL,Completed
PO000471,VEND00042,2024-09-12,1000,BRL,Completed
PO000472,VEND00109,2023-11-23,1000,BRL,Completed
PO000473,VEND00053,2023-08-29,1000,BRL,Completed
PO000474,VEND00009,2024-01-29,1000,BRL,Completed
PO000475,VEND00086,2023-02-02,1000,BRL,Completed
PO000476,VEND00092,2023-02-28,1000,BRL,Partially Received
