invoice_id,order_id,customer_id,invoice_date,due_date,amount,currency,payment_status
ARINV000097,ORD000097,CUST001127,2024-03-24 13:09:37,2024-04-23 13:09:37,522.8,BRL,Open
ARINV000098,ORD000098,CUST001412,2023-07-14 21:11:03,2023-08-13 21:11:03,572.8,BRL,Paid
ARINV000099,ORD000099,CUST000950,2023-10-31 20:23:09,2023-11-30 20:23:09,485.03,BRL,Paid
ARINV000100,ORD000100,CUST001776,2023-07-23 03:23:57,2023-08-22 03:23:57,168.29,BRL,Paid
ARINV000101,ORD000101,CUST001219,2023-05-30 12:23:05,2023-06-29 12:23:05,557.7,BRL,Paid
ARINV000102,ORD000102,CUST001253,2023-10-28 22:20:02,2023-11-27 22:20:02,463.07,BRL,Paid
ARINV000103,ORD000103,CUST001614,2023-02-11 08:57:11,2023-03-13 08:57:11,917.39,BRL,Paid
ARINV000104,ORD000104,CUST001899,2023-08-18 07:58:21,2023-09-17 07:58:21,205.89,BRL,Paid
ARINV000105,ORD000105,CUST000797,2023-05-29 00:27:07,2023-06-28 00:27:07,1536.58,BRL,Paid
ARINV000106,ORD000106,CUST001599,2024-02-29 20:15:18,2024-03-30 20:15:18,480.66,BRL,Paid
ARINV000107,ORD000107,CUST001785,2024-06-15 21:08:59,2024-07-15 21:08:59,741.07,BRL,Open
ARINV000108,ORD000108,CUST001748,2024-12-24 13:15:06,2025-01-23 13:15:06,370.17,BRL,Paid
ARINV000109,ORD000109,CUST001798,2024-01-09 08:32:43,2024-02-08 08:32:43,325.31,BRL,Open
ARINV000110,ORD000110,CUST000634,2023-11-26 08:59:21,2023-12-26 08:59:21,484.65,BRL,Paid
ARINV000111,ORD000111,CUST000897,2024-06-03 17:19:15,2024-07-03 17:19:15,182.45,BRL,Paid
ARINV000112,ORD000112,CUST001255,2024-12-19 23:28:56,2025-01-18 23:28:56,102.34,BRL,Paid
ARINV000113,ORD000113,CUST001256,2023-10-03 20:54:29,2023-11-02 20:54:29,616.39,BRL,Paid
ARINV000114,ORD000114,CUST000790,2024-05-24 21:31:11,2024-06-23 21:31:11,456.31,BRL,Paid
ARINV000115,ORD000115,CUST000799,2024-07-26 23:40:33,2024-08-25 23:40:33,266.86,BRL,Paid
ARINV000116,ORD000116,CUST000253,2023-03-07 12:54:13,2023-04-06 12:54:13,642.37,BRL,Paid
ARINV000117,ORD000117,CUST000335,2023-01-29 21:45:46,2023-02-28 21:45:46,214.87,BRL,Paid
ARINV000118,ORD000118,CUST000343,2024-11-08 16:27:39,2024-12-08 16:27:39,510.29,BRL,Paid
ARINV000119,ORD000119,CUST000133,2023-08-27 20:44:52,2023-09-26 20:44:52,929.36,BRL,Paid
ARINV000120,ORD000120,CUST001695,2024-07-06 21:22:02,2024-08-05 21:22:02,355.91,BRL,Open
ARINV000121,ORD000121,CUST000478,2024-08-24 04:21:27,2024-09-23 04:21:27,572.01,BRL,Paid
ARINV000122,ORD000122,CUST000169,2024-02-28 05:52:09,2024-03-29 05:52:09,600.62,BRL,Paid
ARINV000123,ORD000123,CUST000662,2023-07-05 01:04:24,2023-08-04 01:04:24,758.88,BRL,Paid
ARINV000124,ORD000124,CUST001306,2023-04-02 03:25:41,2023-05-02 03:25:41,975.19,BRL,Paid
ARINV000125,ORD000125,CUST000053,2024-02-22 13:52:56,2024-03-23 13:52:56,766.41,BRL,Open
ARINV000126,ORD000126,CUST001559,2023-11-15 12:55:51,2023-12-15 12:55:51,344.6,BRL,Paid
ARINV000127,ORD000127,CUST001254,2023-07-08 09:29:04,2023-08-07 09:29:04,399.75,BRL,Paid
ARINV000128,ORD000128,CUST001223,2023-12-14 16:26:48,2024-01-13 16:26:48,481.41,BRL,Paid
ARINV000129,ORD000129,CUST001258,2024-07-24 02:09:12,2024-08-23 02:09:12,824.37,BRL,Paid
ARINV000130,ORD000130,CUST000164,2023-01-13 00:10:10,2023-02-12 00:10:10,499.53,BRL,Paid
ARINV000131,ORD000131,CUST000331,2024-07-30 13:38:50,2024-08-29 13:38:50,79.44,BRL,Cancelled
ARINV000132,ORD000132,CUST000208,2024-10-13 22:36:18,2024-11-12 22:36:18,134.3,BRL,Paid
ARINV000133,ORD000133,CUST000624,2024-11-30 05:37:53,2024-12-30 05:37:53,972.91,BRL,Paid
ARINV000134,ORD000134,CUST000463,2024-06-03 05:25:10,2024-07-03 05:25:10,273.03,BRL,Paid
ARINV000135,ORD000135,CUST000365,2024-07-04 04:22:45,2024-08-03 04:22:45,184.29,BRL,Paid
ARINV000136,ORD000136,CUST001361,2023-12-24 06:34:07,2024-01-23 06:34:07,754.03,BRL,Paid
ARINV000137,ORD000137,CUST000120,2024-09-09 05:39:09,2024-10-09 05:39:09,346.72,BRL,Paid
ARINV000138,ORD000138,CUST000842,2024-11-05 19:57:04,2024-12-05 19:57:04,1063.15,BRL,Paid
ARINV000139,ORD000139,CUST000130,2023-03-09 12:19:07,2023-04-08 12:19:07,1257.5,BRL,Open
ARINV000140,ORD000140,CUST001497,2023-07-12 14:43:10,2023-08-11 14:43:10,1037.75,BRL,Paid
ARINV000141,ORD000141,CUST001896,2023-04-12 18:55:36,2023-05-12 18:55:36,647.96,BRL,Paid
ARINV000142,ORD000142,CUST001590,2024-08-11 19:22:00,2024-09-10 19:22:00,1216.04,BRL,Paid
ARINV000143,ORD000143,CUST001415,2023-11-25 04:55:57,2023-12-25 04:55:57,2052.27,BRL,Paid
ARINV000144,ORD000144,CUST001667,2024-02-18 15:50:34,2024-03-19 15:50:34,361.26,BRL,Paid
ARINV000145,ORD000145,CUST000760,2023-11-26 20:26:04,2023-12-26 20:26:04,1478.38,BRL,Open
ARINV000146,ORD000146,CUST000117,2024-12-01 02:00:24,2024-12-31 02:00:24,881.72,BRL,Paid
ARINV000147,ORD000147,CUST000555,2024-08-24 20:47:58,2024-09-23 20:47:58,175.07,BRL,Paid
ARINV000148,ORD000148,CUST000334,2024-07-01 01:01:05,2024-07-31 01:01:05,528.11,BRL,Paid
ARINV000149,ORD000149,CUST000265,2024-07-04 01:54:32,2024-08-03 01:54:32,1177.97,BRL,Paid
ARINV000150,ORD000150,CUST000403,2024-06-20 06:29:28,2024-07-20 06:29:28,1042.64,BRL,Paid
ARINV000151,ORD000151,CUST001929,2023-04-12 16:38:50,2023-05-12 16:38:50,279.65,BRL,Paid
ARINV000152,ORD000152,CUST000434,2023-03-16 07:24:47,2023-04-15 07:24:47,1271.96,BRL,Paid
ARINV000153,ORD000153,CUST001093,2023-02-16 13:53:22,2023-03-18 13:53:22,582.73,BRL,Paid
ARINV000154,ORD000154,CUST001613,2023-09-04 12:02:32,2023-10-04 12:02:32,162.86,BRL,Paid
ARINV000155,ORD000155,CUST001830,2024-01-16 14:38:05,2024-02-15 14:38:05,314.66,BRL,Paid
ARINV000156,ORD000156,CUST000799,2024-03-08 20:46:21,2024-04-07 20:46:21,576.32,BRL,Paid
ARINV000157,ORD000157,CUST000010,2024-02-24 00:22:20,2024-03-25 00:22:20,149.87,BRL,Paid
ARINV000158,ORD000158,CUST001907,2024-05-14 09:13:36,2024-06-13 09:13:36,713.18,BRL,Paid
ARINV000159,ORD000159,CUST001338,2024-12-13 16:21:08,2025-01-12 16:21:08,360.98,BRL,Paid
ARINV000160,ORD000160,CUST000621,2023-04-29 05:47:10,2023-05-29 05:47:10,693.41,BRL,Cancelled
ARINV000161,ORD000161,CUST000875,2023-03-10 06:40:33,2023-04-09 06:40:33,1105.71,BRL,Paid
ARINV000162,ORD000162,CUST001609,2023-10-19 19:31:28,2023-11-18 19:31:28,962.0,BRL,Paid
ARINV000163,ORD000163,CUST001513,2024-02-09 07:21:33,2024-03-10 07:21:33,662.48,BRL,Open
ARINV000164,ORD000164,CUST000046,2023-07-25 04:37:41,2023-08-24 04:37:41,146.77,BRL,Paid
ARINV000165,ORD000165,CUST001089,2023-04-25 08:19:28,2023-05-25 08:19:28,408.06,BRL,Paid
ARINV000166,ORD000166,CUST001845,2023-09-05 15:52:20,2023-10-05 15:52:20,612.75,BRL,Paid
ARINV000167,ORD000167,CUST001970,2024-09-03 01:29:40,2024-10-03 01:29:40,618.05,BRL,Paid
ARINV000168,ORD000168,CUST001975,2023-11-22 01:35:35,2023-12-22 01:35:35,51.52,BRL,Paid
ARINV000169,ORD000169,CUST000500,2023-06-29 12:44:50,2023-07-29 12:44:50,1601.67,BRL,Paid
ARINV000170,ORD000170,CUST001896,2023-06-06 10:37:27,2023-07-06 10:37:27,1434.99,BRL,Paid
ARINV000171,ORD000171,CUST001379,2023-12-10 23:57:26,2024-01-09 23:57:26,851.39,BRL,Paid
ARINV000172,ORD000172,CUST000009,2024-09-08 19:14:38,2024-10-08 19:14:38,1497.9,BRL,Paid
ARINV000173,ORD000173,CUST000121,2023-02-28 04:03:16,2023-03-30 04:03:16,888.93,BRL,Paid
ARINV000174,ORD000174,CUST001905,2024-09-25 06:11:11,2024-10-25 06:11:11,398.91,BRL,Paid
ARINV000175,ORD000175,CUST001497,2023-04-17 08:30:26,2023-05-17 08:30:26,553.23,BRL,Paid
ARINV000176,ORD000176,CUST001629,2024-08-03 04:21:21,2024-09-02 04:21:21,1365.54,BRL,Cancelled
ARINV000177,ORD000177,CUST001054,2024-07-31 19:51:50,2024-08-30 19:51:50,1438.81,BRL,Open
ARINV000178,ORD000178,CUST001681,2023-10-17 22:25:46,2023-11-16 22:25:46,737.41,BRL,Paid
ARINV000179,ORD000179,CUST000672,2024-09-19 09:06:13,2024-10-19 09:06:13,451.49,BRL,Paid
ARINV000180,ORD000180,CUST001464,2024-04-10 19:31:54,2024-05-10 19:31:54,369.6,BRL,Cancelled
ARINV000181,ORD000181,CUST000368,2023-10-21 23:11:45,2023-11-20 23:11:45,646.45,BRL,Paid
ARINV000182,ORD000182,CUST000075,2023-01-22 15:43:08,2023-02-21 15:43:08,1310.66,BRL,Paid
ARINV000183,ORD000183,CUST001089,2024-02-25 19:42:55,2024-03-26 19:42:55,368.76,BRL,Cancelled
ARINV000184,ORD000184,CUST001540,2024-10-03 12:51:00,2024-11-02 12:51:00,470.68,BRL,Paid
ARINV000185,ORD000185,CUST001552,2024-04-08 16:09:41,2024-05-08 16:09:41,241.03,BRL,Paid
ARINV000186,ORD000186,CUST000429,2023-12-12 11:52:10,2024-01-11 11:52:10,498.15,BRL,Open
ARINV000187,ORD000187,CUST000634,2023-09-09 07:53:57,2023-10-09 07:53:57,1522.04,BRL,Paid
ARINV000188,ORD000188,CUST001575,2024-04-19 19:57:34,2024-05-19 19:57:34,1096.75,BRL,Cancelled
ARINV000189,ORD000189,CUST001038,2024-10-21 11:10:25,2024-11-20 11:10:25,302.46,BRL,Paid
ARINV000190,ORD000190,CUST000892,2024-10-29 16:28:06,2024-11-28 16:28:06,1288.5,BRL,Paid
ARINV000191,ORD000191,CUST000557,2023-08-11 12:17:40,2023-09-10 12:17:40,629.58,BRL,Paid
ARINV000192,ORD000192,CUST000025,2024-03-18 06:33:54,2024-04-17 06:33:54,498.13,BRL,Paid
ARINV000193,ORD000193,CUST001548,2024-01-31 20:39:29,2024-03-01 20:39:29,809.07,BRL,Paid
ARINV000194,ORD000194,CUST000752,2023-06-09 23:20:48,2023-07-09 23:20:48,397.98,BRL,Paid
ARINV000195,ORD000195,CUST000003,2024-04-24 08:56:44,2024-05-24 08:56:44,618.97,BRL,Cancelled
ARINV000196,ORD000196,CUST001651,2023-11-20 22:13:20,2023-12-20 22:13:20,811.85,BRL,Paid
ARINV000197,ORD000197,CUST001528,2024-10-05 01:17:07,2024-11-04 01:17:07,63.38,BRL,Paid
ARINV000198,ORD000198,CUST000130,2023-02-24 12:04:11,2023-03-26 12:04:11,204.94,BRL,Cancelled
ARINV000199,ORD000199,CUST000510,2023-07-27 05:28:59,2023-08-26 05:28:59,546.63,BRL,Paid
ARINV000200,ORD000200,CUST001151,2024-01-07 22:41:28,2024-02-06 22:41:28,945.4,BRL,Cancelled
ARINV000201,ORD000201,CUST001012,2024-04-02 17:17:50,2024-05-02 17:17:50,621.78,BRL,Paid
ARINV000202,ORD000202,CUST000702,2024-07-29 05:49:06,2024-08-28 05:49:06,460.98,BRL,Cancelled
ARINV000203,ORD000203,CUST001491,2023-06-17 15:06:59,2023-07-17 15:06:59,568.48,BRL,Open
ARINV000204,ORD000204,CUST001232,2024-07-19 22:53:22,2024-08-18 22:53:22,798.51,BRL,Paid
ARINV000205,ORD000205,CUST000954,2023-04-27 05:20:21,2023-05-27 05:20:21,44.16,BRL,Cancelled
ARINV000206,ORD000206,CUST000220,2023-02-10 04:56:13,2023-03-12 04:56:13,75.22,BRL,Cancelled
ARINV000207,ORD000207,CUST001368,2024-05-03 06:12:22,2024-06-02 06:12:22,449.85,BRL,Paid
ARINV000208,ORD000208,CUST000458,2024-03-27 21:17:42,2024-04-26 21:17:42,1211.96,BRL,Paid
ARINV000209,ORD000209,CUST000573,2023-12-19 12:22:15,2024-01-18 12:22:15,1241.05,BRL,Paid
ARINV000210,ORD000210,CUST000410,2023-07-01 04:54:47,2023-07-31 04:54:47,248.62,BRL,Paid
ARINV000211,ORD000211,CUST001101,2024-11-15 07:10:38,2024-12-15 07:10:38,1901.79,BRL,Paid
ARINV000212,ORD000212,CUST000683,2024-12-29 03:01:28,2025-01-28 03:01:28,448.44,BRL,Paid
ARINV000213,ORD000213,CUST000096,2024-03-03 06:09:19,2024-04-02 06:09:19,69.34,BRL,Paid
ARINV000214,ORD000214,CUST001270,2024-06-16 00:51:12,2024-07-16 00:51:12,1560.61,BRL,Paid
ARINV000215,ORD000215,CUST000871,2024-12-18 11:09:51,2025-01-17 11:09:51,179.82,BRL,Paid
ARINV000216,ORD000216,CUST001019,2024-11-03 16:40:42,2024-12-03 16:40:42,612.69,BRL,Open
ARINV000217,ORD000217,CUST001693,2024-10-01 00:23:19,2024-10-31 00:23:19,1557.14,BRL,Paid
ARINV000218,ORD000218,CUST001897,2024-04-26 13:50:09,2024-05-26 13:50:09,914.12,BRL,Paid
ARINV000219,ORD000219,CUST000301,2023-12-10 13:21:16,2024-01-09 13:21:16,2576.39,BRL,Paid
ARINV000220,ORD000220,CUST001327,2023-05-16 12:36:22,2023-06-15 12:36:22,1659.5,BRL,Paid
ARINV000221,ORD000221,CUST001327,2023-10-01 03:01:59,2023-10-31 03:01:59,2009.36,BRL,Cancelled
ARINV000222,ORD000222,CUST000531,2024-11-13 11:36:01,2024-12-13 11:36:01,1281.46,BRL,Cancelled
ARINV000223,ORD000223,CUST001980,2023-05-12 03:53:51,2023-06-11 03:53:51,495.33,BRL,Open
ARINV000224,ORD000224,CUST000491,2024-08-08 08:37:36,2024-09-07 08:37:36,512.54,BRL,Paid
ARINV000225,ORD000225,CUST001338,2023-12-16 22:28:51,2024-01-15 22:28:51,646.11,BRL,Open
ARINV000226,ORD000226,CUST000690,2024-10-08 12:02:51,2024-11-07 12:02:51,1448.7,BRL,Open
ARINV000227,ORD000227,CUST001136,2023-02-27 05:03:01,2023-03-29 05:03:01,846.76,BRL,Paid
ARINV000228,ORD000228,CUST001668,2023-04-04 00:08:23,2023-05-04 00:08:23,2354.57,BRL,Paid
ARINV000229,ORD000229,CUST001851,2023-03-23 14:05:11,2023-04-22 14:05:11,2246.62,BRL,Paid
ARINV000230,ORD000230,CUST001890,2024-12-26 18:02:00,2025-01-25 18:02:00,1054.71,BRL,Paid
ARINV000231,ORD000231,CUST001539,2023-03-04 16:06:41,2023-04-03 16:06:41,1160.76,BRL,Paid
ARINV000232,ORD000232,CUST001786,2023-09-27 05:14:20,2023-10-27 05:14:20,596.78,BRL,Cancelled
ARINV000233,ORD000233,CUST001536,2024-12-17 04:30:54,2025-01-16 04:30:54,728.25,BRL,Paid
ARINV000234,ORD000234,CUST000646,2023-08-22 05:54:49,2023-09-21 05:54:49,446.55,BRL,Paid
ARINV000235,ORD000235,CUST000025,2024-06-02 23:19:24,2024-07-02 23:19:24,478.05,BRL,Open
ARINV000236,ORD000236,CUST001717,2023-09-04 19:19:00,2023-10-04 19:19:00,2160.57,BRL,Paid
ARINV000237,ORD000237,CUST000716,2023-03-08 02:14:36,2023-04-07 02:14:36,267.72,BRL,Paid
ARINV000238,ORD000238,CUST000740,2023-03-23 16:14:09,2023-04-22 16:14:09,1086.71,BRL,Paid
ARINV000239,ORD000239,CUST001838,2024-08-25 13:09:39,2024-09-24 13:09:39,881.18,BRL,Paid
ARINV000240,ORD000240,CUST001816,2023-09-26 11:37:00,2023-10-26 11:37:00,968.86,BRL,Open
ARINV000241,ORD000241,CUST001804,2023-11-04 17:48:25,2023-12-04 17:48:25,89.58,BRL,Open
ARINV000242,ORD000242,CUST001655,2023-06-24 01:33:16,2023-07-24 01:33:16,375.05,BRL,Paid
