customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
CUST000283,CUNQ000283,48829,boa vista,RR
CUST000284,CUNQ000284,33519,brasilia,DF
CUST000285,CUNQ000285,80010,recife,PE
CUST000286,CUNQ000286,15965,londrina,PR
CUST000287,CUNQ000287,26551,duque de caxias,RJ
CUST000288,CUNQ000288,23446,nossa senhora do socorro,SE
CUST000289,CUNQ000289,47268,osasco,SP
CUST000290,CUNQ000290,67733,imperatriz,MA
CUST000291,CUNQ000291,16734,fortaleza,CE
CUST000292,CUNQ000292,24953,aparecida de goiania,GO
CUST000293,CUNQ000293,62521,boa vista,RR
CUST000294,CUNQ000294,85631,sao luis,MA
CUST000295,CUNQ000295,29887,aracaju,SE
CUST000296,CUNQ000296,49824,maringa,PR
CUST000297,CUNQ000297,25525,uberlandia,MG
CUST000298,CUNQ000298,89471,mossoro,RN
CUST000299,CUNQ000299,78494,teresina,PI
CUST000300,CUNQ000300,68028,vila velha,ES
CUST000301,CUNQ000301,50026,jaboatao dos guararapes,PE
CUST000302,CUNQ000302,89905,maceio,AL
CUST000303,CUNQ000303,37235,rio branco,AC
CUST000304,CUNQ000304,44687,aracaju,SE
CUST000305,CUNQ000305,30585,porto velho,RO
CUST000306,CUNQ000306,82350,brasilia,DF
CUST000307,CUNQ000307,10350,uberlandia,MG
CUST000308,CUNQ000308,87832,varzea grande,MT
CUST000309,CUNQ000309,14278,imperatriz,MA
CUST000310,CUNQ000310,47056,brasilia,DF
CUST000311,CUNQ000311,19329,araguaina,TO
CUST000312,CUNQ000312,44675,porto velho,RO
CUST000313,CUNQ000313,65723,macapa,AP
CUST000314,CUNQ000314,39466,pelotas,RS
CUST000315,CUNQ000315,44816,aracaju,SE
CUST000316,CUNQ000316,19359,boa vista,RR
CUST000317,CUNQ000317,50319,niteroi,RJ
CUST000318,CUNQ000318,67560,parnaiba,PI
CUST000319,CUNQ000319,49857,caxias do sul,RS
CUST000320,CUNQ000320,45683,araguaina,TO
CUST000321,CUNQ000321,67377,campina grande,PB
CUST000322,CUNQ000322,66626,belo horizonte,MG
CUST000323,CUNQ000323,89129,rio branco,AC
CUST000324,CUNQ000324,21970,goiania,GO
CUST000325,CUNQ000325,98117,brasilia,DF
CUST000326,CUNQ000326,85529,boa vista,RR
CUST000327,CUNQ000327,71669,niteroi,RJ
CUST000328,CUNQ000328,46458,campina grande,PB
CUST000329,CUNQ000329,67132,blumenau,SC
CUST000330,CUNQ000330,21959,nossa senhora do socorro,SE
CUST000331,CUNQ000331,63523,imperatriz,MA
CUST000332,CUNQ000332,97835,caucaia,CE
CUST000333,CUNQ000333,53228,porto alegre,RS
CUST000334,CUNQ000334,47777,varzea grande,MT
CUST000335,CUNQ000335,82102,ji-parana,RO
CUST000336,CUNQ000336,21542,nova iguacu,RJ
CUST000337,CUNQ000337,52372,caucaia,CE
CUST000338,CUNQ000338,77449,caxias do sul,RS
CUST000339,CUNQ000339,96200,boa vista,RR
CUST000340,CUNQ000340,64165,mossoro,RN
CUST000341,CUNQ000341,77952,niteroi,RJ
CUST000342,CUNQ000342,91973,ananindeua,PA
CUST000343,CUNQ000343,36680,campo grande,MS
CUST000344,CUNQ000344,47752,goiania,GO
CUST000345,CUNQ000345,25915,dourados,MS
CUST000346,CUNQ000346,41365,osasco,SP
CUST000347,CUNQ000347,50730,palmas,TO
CUST000348,CUNQ000348,82384,natal,RN
CUST000349,CUNQ000349,39451,cuiaba,MT
CUST000350,CUNQ000350,70482,boa vista,RR
CUST000351,CUNQ000351,30181,pelotas,RS
CUST000352,CUNQ000352,76698,imperatriz,MA
CUST000353,CUNQ000353,64459,araguaina,TO
CUST000354,CUNQ000354,71894,boa vista,RR
CUST000355,CUNQ000355,82255,brasilia,DF
CUST000356,CUNQ000356,34983,londrina,PR
CUST000357,CUNQ000357,19150,teresina,PI
CUST000358,CUNQ000358,54548,aparecida de goiania,GO
CUST000359,CUNQ000359,10336,macapa,AP
CUST000360,CUNQ000360,86931,jaboatao dos guararapes,PE
CUST000361,CUNQ000361,29476,arapiraca,AL
CUST000362,CUNQ000362,55236,dourados,MS
CUST000363,CUNQ000363,69682,caucaia,CE
CUST000364,CUNQ000364,41300,fortaleza,CE
CUST000365,CUNQ000365,40613,arapiraca,AL
CUST000366,CUNQ000366,15720,manaus,AM
CUST000367,CUNQ000367,59968,caucaia,CE
CUST000368,CUNQ000368,95461,serra,ES
CUST000369,CUNQ000369,14852,londrina,PR
CUST000370,CUNQ000370,87356,maringa,PR
CUST000371,CUNQ000371,67711,fortaleza,CE
CUST000372,CUNQ000372,69890,pelotas,RS
CUST000373,CUNQ000373,63736,campinas,SP
CUST000374,CUNQ000374,19807,aracaju,SE
CUST000375,CUNQ000375,54375,imperatriz,MA
CUST000376,CUNQ000376,95175,parnaiba,PI
CUST000377,CUNQ000377,98389,juiz de fora,MG
CUST000378,CUNQ000378,51505,mossoro,RN
CUST000379,CUNQ000379,80912,nossa senhora do socorro,SE
CUST000380,CUNQ000380,40771,rio de janeiro,RJ
CUST000381,CUNQ000381,39817,nossa senhora do socorro,SE
CUST000382,CUNQ000382,66881,rio branco,AC
CUST000383,CUNQ000383,23173,pelotas,RS
CUST000384,CUNQ000384,49251,campo grande,MS
CUST000385,CUNQ000385,52516,sao paulo,SP
CUST000386,CUNQ000386,48452,macapa,AP
CUST000387,CUNQ000387,66450,ananindeua,PA
CUST000388,CUNQ000388,79621,curitiba,PR
CUST000389,CUNQ000389,32280,cuiaba,MT
CUST000390,CUNQ000390,89887,florianopolis,SC
CUST000391,CUNQ000391,99539,serra,ES
CUST000392,CUNQ000392,86435,brasilia,DF
CUST000393,CUNQ000393,70443,curitiba,PR
CUST000394,CUNQ000394,70236,nossa senhora do socorro,SE
CUST000395,CUNQ000395,70981,goiania,GO
CUST000396,CUNQ000396,19681,recife,PE
CUST000397,CUNQ000397,87014,dourados,MS
CUST000398,CUNQ000398,42780,jaboatao dos guararapes,PE
CUST000399,CUNQ000399,36111,dourados,MS
CUST000400,CUNQ000400,23979,vila velha,ES
CUST000401,CUNQ000401,84963,brasilia,DF
CUST000402,CUNQ000402,48696,ananindeua,PA
CUST000403,CUNQ000403,45976,sorocaba,SP
CUST000404,CUNQ000404,99889,osasco,SP
CUST000405,CUNQ000405,89482,manaus,AM
CUST000406,CUNQ000406,47512,rio branco,AC
CUST000407,CUNQ000407,89569,manaus,AM
CUST000408,CUNQ000408,38705,macapa,AP
CUST000409,CUNQ000409,91381,aracaju,SE
CUST000410,CUNQ000410,92345,goiania,GO
CUST000411,CUNQ000411,94717,pelotas,RS
CUST000412,CUNQ000412,67779,duque de caxias,RJ
CUST000413,CUNQ000413,27224,duque de caxias,RJ
CUST000414,CUNQ000414,52823,juiz de fora,MG
CUST000415,CUNQ000415,33021,rio branco,AC
CUST000416,CUNQ000416,80701,salvador,BA
CUST000417,CUNQ000417,31567,ananindeua,PA
CUST000418,CUNQ000418,48684,aparecida de goiania,GO
CUST000419,CUNQ000419,25095,rio branco,AC
CUST000420,CUNQ000420,28449,campo grande,MS
CUST000421,CUNQ000421,98647,manaus,AM
CUST000422,CUNQ000422,83048,rio branco,AC
CUST000423,CUNQ000423,61717,belem,PA
CUST000424,CUNQ000424,80329,santos,SP
CUST000425,CUNQ000425,58311,caxias do sul,RS
CUST000426,CUNQ000426,86619,ji-parana,RO
CUST000427,CUNQ000427,58689,serra,ES
CUST000428,CUNQ000428,40647,pelotas,RS
CUST000429,CUNQ000429,91205,sao luis,MA
CUST000430,CUNQ000430,89964,mossoro,RN
CUST000431,CUNQ000431,93283,brasilia,DF
CUST000432,CUNQ000432,49608,boa vista,RR
CUST000433,CUNQ000433,25292,nossa senhora do socorro,SE
CUST000434,CUNQ000434,14877,curitiba,PR
CUST000435,CUNQ000435,25220,jaboatao dos guararapes,PE
CUST000436,CUNQ000436,80457,porto alegre,RS
CUST000437,CUNQ000437,69459,londrina,PR
CUST000438,CUNQ000438,86983,ananindeua,PA
CUST000439,CUNQ000439,64379,rio branco,AC
CUST000440,CUNQ000440,74139,aracaju,SE
CUST000441,CUNQ000441,46666,parnaiba,PI
CUST000442,CUNQ000442,38477,duque de caxias,RJ
CUST000443,CUNQ000443,40947,dourados,MS
CUST000444,CUNQ000444,99873,belem,PA
CUST000445,CUNQ000445,17936,ananindeua,PA
CUST000446,CUNQ000446,34878,vila velha,ES
CUST000447,CUNQ000447,22015,caxias do sul,RS
CUST000448,CUNQ000448,94109,porto velho,RO
CUST000449,CUNQ000449,16629,aracaju,SE
CUST000450,CUNQ000450,41925,macapa,AP
CUST000451,CUNQ000451,36896,maringa,PR
CUST000452,CUNQ000452,86858,uberlandia,MG
CUST000453,CUNQ000453,53064,salvador,BA
CUST000454,CUNQ000454,88116,manaus,AM
CUST000455,CUNQ000455,28964,santos,SP
CUST000456,CUNQ000456,42853,maringa,PR
CUST000457,CUNQ000457,24408,macapa,AP
CUST000458,CUNQ000458,27275,porto velho,RO
CUST000459,CUNQ000459,41186,santos,SP
CUST000460,CUNQ000460,12068,arapiraca,AL
CUST000461,CUNQ000461,16868,joinville,SC
CUST000462,CUNQ000462,65176,maringa,PR
CUST000463,CUNQ000463,18330,joao pessoa,PB
CUST000464,CUNQ000464,57453,imperatriz,MA
CUST000465,CUNQ000465,69245,joao pessoa,PB
CUST000466,CUNQ000466,90623,joao pessoa,PB
CUST000467,CUNQ000467,70036,duque de caxias,RJ
CUST000468,CUNQ000468,17972,aracaju,SE
CUST000469,CUNQ000469,65872,imperatriz,MA
CUST000470,CUNQ000470,74260,porto velho,RO
CUST000471,CUNQ000471,19632,araguaina,TO
CUST000472,CUNQ000472,89730,juiz de fora,MG
CUST000473,CUNQ000473,26540,curitiba,PR
CUST000474,CUNQ000474,59925,aparecida de goiania,GO
CUST000475,CUNQ000475,69469,parnaiba,PI
CUST000476,CUNQ000476,22999,campina grande,PB
CUST000477,CUNQ000477,95814,macapa,AP
CUST000478,CUNQ000478,66370,aracaju,SE
CUST000479,CUNQ000479,64239,campo grande,MS
CUST000480,CUNQ000480,62262,caucaia,CE
CUST000481,CUNQ000481,50966,cuiaba,MT
CUST000482,CUNQ000482,97177,varzea grande,MT
CUST000483,CUNQ000483,30006,aparecida de goiania,GO
CUST000484,CUNQ000484,18799,ji-parana,RO
CUST000485,CUNQ000485,22219,belo horizonte,MG
CUST000486,CUNQ000486,58843,cuiaba,MT
CUST000487,CUNQ000487,82924,macapa,AP
CUST000488,CUNQ000488,97819,duque de caxias,RJ
CUST000489,CUNQ000489,56346,caxias do sul,RS
CUST000490,CUNQ000490,16743,ji-parana,RO
CUST000491,CUNQ000491,56090,jaboatao dos guararapes,PE
CUST000492,CUNQ000492,76507,pelotas,RS
CUST000493,CUNQ000493,96079,salvador,BA
CUST000494,CUNQ000494,24184,sao luis,MA
CUST000495,CUNQ000495,25058,ananindeua,PA
CUST000496,CUNQ000496,85248,manaus,AM
CUST000497,CUNQ000497,83526,brasilia,DF
CUST000498,CUNQ000498,89822,manaus,AM
CUST000499,CUNQ000499,13794,ji-parana,RO
CUST000500,CUNQ000500,50499,joinville,SC
CUST000501,CUNQ000501,10800,caucaia,CE
CUST000502,CUNQ000502,84228,florianopolis,SC
CUST000503,CUNQ000503,19120,ji-parana,RO
CUST000504,CUNQ000504,92991,maringa,PR
CUST000505,CUNQ000505,79531,sao paulo,SP
CUST000506,CUNQ000506,65028,feira de santana,BA
CUST000507,CUNQ000507,30631,dourados,MS
CUST000508,CUNQ000508,52517,ananindeua,PA
CUST000509,CUNQ000509,16895,manaus,AM
CUST000510,CUNQ000510,90981,curitiba,PR
CUST000511,CUNQ000511,45665,rio de janeiro,RJ
CUST000512,CUNQ000512,73656,dourados,MS
CUST000513,CUNQ000513,64287,parnaiba,PI
CUST000514,CUNQ000514,77154,goiania,GO
CUST000515,CUNQ000515,66349,caxias do sul,RS
CUST000516,CUNQ000516,98895,caxias do sul,RS
CUST000517,CUNQ000517,79066,ji-parana,RO
CUST000518,CUNQ000518,15952,ji-parana,RO
CUST000519,CUNQ000519,88554,brasilia,DF
CUST000520,CUNQ000520,36794,rio de janeiro,RJ
CUST000521,CUNQ000521,27987,recife,PE
CUST000522,CUNQ000522,47938,manaus,AM
CUST000523,CUNQ000523,11013,fortaleza,CE
CUST000524,CUNQ000524,33028,imperatriz,MA
CUST000525,CUNQ000525,79806,londrina,PR
CUST000526,CUNQ000526,75570,palmas,TO
CUST000527,CUNQ000527,19447,mossoro,RN
CUST000528,CUNQ000528,15544,serra,ES
CUST000529,CUNQ000529,70260,cuiaba,MT
CUST000530,CUNQ000530,85465,juiz de fora,MG
CUST000531,CUNQ000531,93904,varzea grande,MT
CUST000532,CUNQ000532,25096,varzea grande,MT
CUST000533,CUNQ000533,52568,vitoria,ES
CUST000534,CUNQ000534,70305,blumenau,SC
CUST000535,CUNQ000535,21551,boa vista,RR
CUST000536,CUNQ000536,41891,cuiaba,MT
CUST000537,CUNQ000537,78676,varzea grande,MT
CUST000538,CUNQ000538,50668,contagem,MG
CUST000539,CUNQ000539,39041,rio branco,AC
CUST000540,CUNQ000540,20011,fortaleza,CE
CUST000541,CUNQ000541,79547,joao pessoa,PB
CUST000542,CUNQ000542,55793,joao pessoa,PB
CUST000543,CUNQ000543,40968,belem,PA
CUST000544,CUNQ000544,43550,porto alegre,RS
CUST000545,CUNQ000545,88957,salvador,BA
CUST000546,CUNQ000546,19876,maringa,PR
CUST000547,CUNQ000547,74764,blumenau,SC
